Jurisdiction,Office,Race Name,Number of Seats,Candidate Name,Votes Received,Percent Received,Total Votes,Elected,Election Date
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Roger Sell,5,100.0,5,1,04/03/12
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Mary Ann Kindschi,1347,59.52,2258,1,04/03/12
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Doc Paul Kornaus,911,40.26,2258,0,04/03/12
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Daniel G. Garrigan,1167,54.43,2143,1,04/03/12
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Kevin O'Hara,976,45.52,2143,0,04/03/12
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Carol Baier,143,54.37,261,1,04/03/12
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Ashley Nedeau-Owen,118,44.87,261,0,04/03/12
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Mary Fabian,173,73.62,235,1,04/03/12
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Candace Candy Dainty,62,26.38,235,0,04/03/12
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Rhett T. Jaquish,149,80.98,184,1,04/03/12
Wisconsin Dells School District,School Board Member,School Board Member Wisconsin Dells School District,1,Robert McClyman,324,97.3,333,1,04/03/12
Wisconsin Dells School District,School Board Member,School Board Member Wisconsin Dells School District,1,Jim Rodwell,291,99.32,291,1,04/03/12
Columbia County Circuit Court,Circuit Court Judge,Circuit Court Judge,1,Alan J. White,8118,99.29,8118,1,04/02/13
Town of Arlington,Town Board Chairperson,Town Board Chairperson Town of Arlington,1,George Plenty,93,97.89,95,1,04/02/13
Town of Caledonia,Town Board Chairperson,Town Board Chairperson Town of Caledonia,1,Steven Pate,240,98.77,243,1,04/02/13
Town of Columbus,Town Board Chairperson,Town Board Chairperson Town of Columbus,1,Eugene Damm,230,99.57,230,1,04/02/13
Town of Courtland,Town Board Chairperson,Town Board Chairperson Town of Courtland,1,Glenn Smits,61,100.0,61,1,04/02/13
Town of Dekorra,Town Board Chairperson,Town Board Chairperson Town of Dekorra,1,Rick Schmidt,234,92.49,253,1,04/02/13
Town of Fort Winnebago,Town Board Chairperson,Town Board Chairperson Town of Fort Winnebago,1,"William Schroeder, Sr.",180,95.24,189,1,04/02/13
Town of Fountain Prairie,Town Board Chairperson,Town Board Chairperson Town of Fountain Prairie,1,Steven Rubert,161,94.71,170,1,04/02/13
Town of Hampden,Town Board Chairperson,Town Board Chairperson Town of Hampden,1,David Tuschen,169,98.26,172,1,04/02/13
Town of Leeds,Town Board Chairperson,Town Board Chairperson Town of Leeds,1,James Foley,138,97.18,142,1,04/02/13
Town of Lewiston,Town Board Chairperson,Town Board Chairperson Town of Lewiston,1,Jon Steinhaus,205,99.03,205,1,04/02/13
Town of Lodi,Town Board Chairperson,Town Board Chairperson Town of Lodi,1,Robert L. Collins,533,95.01,561,1,04/02/13
Town of Lowville,Town Board Chairperson,Town Board Chairperson Town of Lowville,1,Curt Walters,181,99.45,181,1,04/02/13
Town of Marcellon,Town Board Chairperson,Town Board Chairperson Town of Marcellon,1,Neal James,126,97.67,129,1,04/02/13
Town of Newport,Town Board Chairperson,Town Board Chairperson Town of Newport,1,Mathew Brunn,140,67.63,207,1,04/02/13
Town of Newport,Town Board Chairperson,Town Board Chairperson Town of Newport,1,Donald Nelson,67,32.37,207,0,04/02/13
Town of Otsego,Town Board Chairperson,Town Board Chairperson Town of Otsego,1,Harlan Baumgartner,158,97.53,162,1,04/02/13
Town of Pacific,Town Board Chairperson,Town Board Chairperson Town of Pacific,1,William Devine,405,98.3,412,1,04/02/13
Town of Randolph,Town Board Chairperson,Town Board Chairperson Town of Randolph,1,David J. Hughes,88,100.0,88,1,04/02/13
Town of Scott,Town Board Chairperson,Town Board Chairperson Town of Scott,1,William Berger,81,100.0,81,1,04/02/13
Town of Springvale,Town Board Chairperson,Town Board Chairperson Town of Springvale,1,Scott Link,99,100.0,99,1,04/02/13
Town of West Point,Town Board Chairperson,Town Board Chairperson Town of West Point,1,Dean Schwarz,273,97.5,280,1,04/02/13
Town of Wyocena,Town Board Chairperson,Town Board Chairperson Town of Wyocena,1,Douglas Cole,223,99.55,223,1,04/02/13
Town of Arlington,Town Board Supervisor,Town Board Supervisor Town of Arlington,2,Thomas Manke,83,52.87,157,1,04/02/13
Town of Arlington,Town Board Supervisor,Town Board Supervisor Town of Arlington,2,Thomas Klahn,72,45.86,157,1,04/02/13
Town of Marcellon,Town Board Supervisor,Town Board Supervisor Town of Marcellon,2,Helen McDonald-Rawson,115,50.22,227,1,04/02/13
Town of Marcellon,Town Board Supervisor,Town Board Supervisor Town of Marcellon,2,Joseph E. Rataczak,112,48.91,227,1,04/02/13
Town of Newport,Town Board Supervisor,Town Board Supervisor Town of Newport,2,Christopher C. Davis,149,46.27,319,1,04/02/13
Town of Newport,Town Board Supervisor,Town Board Supervisor Town of Newport,2,Terry Lee Stokes,99,30.75,319,1,04/02/13
Town of Newport,Town Board Supervisor,Town Board Supervisor Town of Newport,2,Patrick Royal Brackman,71,22.05,319,0,04/02/13
Town of Springvale,Town Board Supervisor,Town Board Supervisor Town of Springvale,2,Timothy Ashley,90,55.56,162,1,04/02/13
Town of Springvale,Town Board Supervisor,Town Board Supervisor Town of Springvale,2,Sandra Bancroft,72,44.44,162,1,04/02/13
Town of Caledonia,Town Board Supervisor 1,Town Board Supervisor I Town of Caledonia,1,John Exo,216,96.86,223,1,04/02/13
Town of Columbus,Town Board Supervisor 1,Town Board Supervisor I Town of Columbus,1,John Hein,211,99.06,211,1,04/02/13
Town of Courtland,Town Board Supervisor 1,Town Board Supervisor I Town of Courtland,1,JoAnn Wingers,55,100.0,55,1,04/02/13
Town of Dekorra,Town Board Supervisor 1,Town Board Supervisor I Town of Dekorra,1,Tom McEvilly,246,97.62,252,1,04/02/13
Town of Fort Winnebago,Town Board Supervisor 1,Town Board Supervisor I Town of Fort Winnebago,1,Bruce Walker,176,98.32,179,1,04/02/13
Town of Hampden,Town Board Supervisor 1,Town Board Supervisor I Town of Hampden,1,Bill Hoffman,165,97.63,169,1,04/02/13
Town of Leeds,Town Board Supervisor 1,Town Board Supervisor I Town of Leeds,1,Roger Reible,136,97.84,139,1,04/02/13
Town of Lewiston,Town Board Supervisor 1,Town Board Supervisor I Town of Lewiston,1,Dean Walker,198,99.5,198,1,04/02/13
Town of Lodi,Town Board Supervisor 1,Town Board Supervisor I Town of Lodi,1,Jim Hellenbrand,423,61.57,684,1,04/02/13
Town of Lodi,Town Board Supervisor 1,Town Board Supervisor I Town of Lodi,1,James Bechen,261,37.99,684,0,04/02/13
Town of Lowville,Town Board Supervisor 1,Town Board Supervisor I Town of Lowville,1,Becki Tomlinson,182,100.0,182,1,04/02/13
Town of Otsego,Town Board Supervisor 1,Town Board Supervisor I Town of Otsego,1,Stuart Benzine,161,100.0,161,1,04/02/13
Town of Randolph,Town Board Supervisor 1,Town Board Supervisor I Town of Randolph,1,James E. Sanderson,90,100.0,90,1,04/02/13
Town of Scott,Town Board Supervisor 1,Town Board Supervisor I Town of Scott,1,John Heil,75,100.0,75,1,04/02/13
Town of West Point,Town Board Supervisor 1,Town Board Supervisor I Town of West Point,1,John Miller,191,54.11,353,1,04/02/13
Town of West Point,Town Board Supervisor 1,Town Board Supervisor I Town of West Point,1,Karmin Enge,162,45.89,353,0,04/02/13
Town of Wyocena,Town Board Supervisor 1,Town Board Supervisor I Town of Wyocena,1,Ralph Levzow,217,99.09,217,1,04/02/13
Town of Caledonia,Town Board Supervisor 2,Town Board Supervisor Ii Town of Caledonia,1,Robert Loeffler,227,99.56,227,1,04/02/13
Town of Columbus,Town Board Supervisor 2,Town Board Supervisor Ii Town of Columbus,1,Darren Schroeder,126,55.51,227,1,04/02/13
Town of Columbus,Town Board Supervisor 2,Town Board Supervisor Ii Town of Columbus,1,Eddie Wolf Jr.,101,44.49,227,0,04/02/13
Town of Courtland,Town Board Supervisor 2,Town Board Supervisor Ii Town of Courtland,1,Charles Sytsma,62,100.0,62,1,04/02/13
Town of Dekorra,Town Board Supervisor 2,Town Board Supervisor Ii Town of Dekorra,1,Mark Niebuhr,252,98.05,257,1,04/02/13
Town of Fort Winnebago,Town Board Supervisor 2,Town Board Supervisor Ii Town of Fort Winnebago,1,Clark G. Cupery,126,60.87,206,1,04/02/13
Town of Fort Winnebago,Town Board Supervisor 2,Town Board Supervisor Ii Town of Fort Winnebago,1,Geraldine H. Slager,80,38.65,206,0,04/02/13
Town of Fountain Prairie,Town Board Supervisor 2,Town Board Supervisor Ii Town of Fountain Prairie,1,Ron Huebner,178,98.89,180,1,04/02/13
Town of Hampden,Town Board Supervisor 2,Town Board Supervisor Ii Town of Hampden,1,Bill Herrmann,165,97.06,170,1,04/02/13
Town of Leeds,Town Board Supervisor 2,Town Board Supervisor Ii Town of Leeds,1,Alan Kaltenberg,134,97.1,138,1,04/02/13
Town of Lewiston,Town Board Supervisor 2,Town Board Supervisor Ii Town of Lewiston,1,Randal Miller,192,97.96,196,1,04/02/13
Town of Lodi,Town Board Supervisor 2,Town Board Supervisor Ii Town of Lodi,1,Karl Hugo,385,60.06,639,1,04/02/13
Town of Lodi,Town Board Supervisor 2,Town Board Supervisor Ii Town of Lodi,1,Jerry Ritchie,254,39.63,639,0,04/02/13
Town of Lowville,Town Board Supervisor 2,Town Board Supervisor Ii Town of Lowville,1,Paul Becker,178,100.0,178,1,04/02/13
Town of Otsego,Town Board Supervisor 2,Town Board Supervisor Ii Town of Otsego,1,Marcia Vangen,165,100.0,165,1,04/02/13
Town of Pacific,Town Board Supervisor 2,Town Board Supervisor Ii Town of Pacific,1,Craig Cawley,409,99.27,409,1,04/02/13
Town of Randolph,Town Board Supervisor 2,Town Board Supervisor Ii Town of Randolph,1,Brian A. Westra,86,100.0,86,1,04/02/13
Town of Scott,Town Board Supervisor 2,Town Board Supervisor Ii Town of Scott,1,James Nelson,85,100.0,85,1,04/02/13
Town of West Point,Town Board Supervisor 2,Town Board Supervisor Ii Town of West Point,1,Gordon Carncross,270,98.54,274,1,04/02/13
Town of Wyocena,Town Board Supervisor 2,Town Board Supervisor Ii Town of Wyocena,1,Robert Dean Corning,208,99.05,208,1,04/02/13
Town of Fountain Prairie,Town Board Supervisor 4,Town Board Supervisor Iv Town of Fountain Prairie,1,William Gretzinger,172,97.18,177,1,04/02/13
Town of Pacific,Town Board Supervisor 4,Town Board Supervisor Iv Town of Pacific,1,George F. Beasley,405,99.51,405,1,04/02/13
Town of Caledonia,Town Clerk,Town Clerk Town of Caledonia,1,Angeline Edgar,253,99.61,253,1,04/02/13
Town of Columbus,Town Clerk,Town Clerk Town of Columbus,1,Eleanor Schulze,225,100.0,225,1,04/02/13
Town of Courtland,Town Clerk,Town Clerk Town of Courtland,1,Kathleen Raley,58,100.0,58,1,04/02/13
Town of Dekorra,Town Clerk,Town Clerk Town of Dekorra,1,Vicki L. Auck,292,99.32,292,1,04/02/13
Town of Fort Winnebago,Town Clerk,Town Clerk Town of Fort Winnebago,1,Kristine Conway,181,99.45,181,1,04/02/13
Town of Hampden,Town Clerk,Town Clerk Town of Hampden,1,Diane Guenther,180,98.9,182,1,04/02/13
Town of Leeds,Town Clerk,Town Clerk Town of Leeds,1,Linda Foley,139,97.89,142,1,04/02/13
Town of Lewiston,Town Clerk,Town Clerk Town of Lewiston,1,Thomas E. Klappstein,205,100.0,205,1,04/02/13
Town of Lowville,Town Clerk,Town Clerk Town of Lowville,1,David J. Giebink,190,100.0,190,1,04/02/13
Town of Marcellon,Town Clerk,Town Clerk Town of Marcellon,1,Dawn M. Bush,136,98.55,138,1,04/02/13
Town of Otsego,Town Clerk,Town Clerk Town of Otsego,1,Jean Thiele,164,100.0,164,1,04/02/13
Town of Pacific,Town Clerk,Town Clerk Town of Pacific,1,Ethel A. Smith,437,99.77,437,1,04/02/13
Town of Randolph,Town Clerk,Town Clerk Town of Randolph,1,Rodney Kok,92,97.87,94,1,04/02/13
Town of Scott,Town Clerk,Town Clerk Town of Scott,1,Jamie Stancer,88,100.0,88,1,04/02/13
Town of Springvale,Town Clerk,Town Clerk Town of Springvale,1,Heather Gove,99,100.0,99,1,04/02/13
Town of West Point,Town Clerk,Town Clerk Town of West Point,1,Taffy Buchanan,276,99.28,276,1,04/02/13
Town of Wyocena,Town Clerk,Town Clerk Town of Wyocena,1,Michelle Goldade,234,99.57,234,1,04/02/13
Town of Arlington,Town Treasurer,Town Treasurer Town of Arlington,1,Pamela Puntney,95,100.0,95,1,04/02/13
Town of Caledonia,Town Treasurer,Town Treasurer Town of Caledonia,1,Mardell Krejchik,254,99.61,254,1,04/02/13
Town of Columbus,Town Treasurer,Town Treasurer Town of Columbus,1,Deea Breunig,237,100.0,237,1,04/02/13
Town of Courtland,Town Treasurer,Town Treasurer Town of Courtland,1,Joan Waterworth,62,100.0,62,1,04/02/13
Town of Dekorra,Town Treasurer,Town Treasurer Town of Dekorra,1,Peggy Tomlinson,296,99.66,296,1,04/02/13
Town of Fort Winnebago,Town Treasurer,Town Treasurer Town of Fort Winnebago,1,Delmont Molden,188,98.95,190,1,04/02/13
Town of Hampden,Town Treasurer,Town Treasurer Town of Hampden,1,Lori Toutant,181,98.91,183,1,04/02/13
Town of Leeds,Town Treasurer,Town Treasurer Town of Leeds,1,Mark Witt,144,98.63,146,1,04/02/13
Town of Lewiston,Town Treasurer,Town Treasurer Town of Lewiston,1,Dorothy Neitzel,214,100.0,214,1,04/02/13
Town of Lowville,Town Treasurer,Town Treasurer Town of Lowville,1,Diane Tomlinson,192,100.0,192,1,04/02/13
Town of Marcellon,Town Treasurer,Town Treasurer Town of Marcellon,1,Judith Jerome,139,100.0,139,1,04/02/13
Town of Newport,Town Treasurer,Town Treasurer Town of Newport,1,Marie A. Gabris,174,94.05,185,1,04/02/13
Town of Otsego,Town Treasurer,Town Treasurer Town of Otsego,1,Diane Foreman,164,100.0,164,1,04/02/13
Town of Randolph,Town Treasurer,Town Treasurer Town of Randolph,1,Marie Vossekuil,88,98.88,89,1,04/02/13
Town of Scott,Town Treasurer,Town Treasurer Town of Scott,1,Donald Jerred,93,100.0,93,1,04/02/13
Town of Springvale,Town Treasurer,Town Treasurer Town of Springvale,1,Denise Bancroft-Hart,98,100.0,98,1,04/02/13
Town of West Point,Town Treasurer,Town Treasurer Town of West Point,1,Lonna Zeman,296,99.66,296,1,04/02/13
Town of Wyocena,Town Treasurer,Town Treasurer Town of Wyocena,1,Kim Manley,232,99.57,232,1,04/02/13
Town of Hampden,Town Assessor,Town Assessor Town of Hampden,1,Nelvin Olson,170,97.14,175,1,04/02/13
Town of Lowville,Town Assessor,Town Assessor Town of Lowville,1,James Price,192,98.97,194,1,04/02/13
Town of Dekorra,Constable,Constable Town of Dekorra,1,Martin G. Schmidt,253,98.06,258,1,04/02/13
Harmony Grove,Sanitary District Commissioner,Sanitary District Commissioner Harmony Grove,1,Martin Sears,144,55.81,258,1,04/02/13
Harmony Grove,Sanitary District Commissioner,Sanitary District Commissioner Harmony Grove,1,James Bechen,114,44.19,258,0,04/02/13
Okee,Sanitary District Commissioner,Sanitary District Commissioner Okee,1,Jim Seaton,148,66.97,221,1,04/02/13
Okee,Sanitary District Commissioner,Sanitary District Commissioner Okee,1,Jerry Ritchie,70,31.67,221,0,04/02/13
